year, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, -1, -2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25, -26, -27, -28, -29, -30, 
2005, 232, 214, 195, 184, 167, 156, 145, 135, 124, 116, 97, 81, 69, 56, 46, 34, 29, 21, 17, 16, 12, 11, 9, 7, 6, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2006, 260, 239, 223, 206, 193, 181, 168, 154, 143, 128, 112, 101, 91, 83, 73, 61, 48, 44, 35, 31, 27, 24, 22, 18, 16, 13, 13, 13, 9, 6, 3, 3, 3, 2, 2, 2, 2, 1, 0, 0, 0, 
2007, 256, 243, 234, 221, 205, 194, 179, 163, 143, 120, 96, 81, 68, 51, 39, 31, 25, 23, 19, 17, 13, 9, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2008, 263, 250, 232, 214, 195, 176, 160, 140, 123, 109, 89, 75, 59, 41, 30, 21, 17, 13, 11, 10, 10, 7, 5, 5, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2009, 270, 252, 239, 223, 205, 184, 173, 156, 140, 121, 98, 82, 63, 56, 48, 42, 40, 36, 27, 26, 20, 15, 14, 11, 6, 4, 4, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2010, 250, 230, 222, 204, 187, 179, 166, 156, 143, 132, 114, 103, 89, 86, 77, 68, 59, 49, 42, 34, 28, 24, 17, 11, 10, 7, 7, 6, 4, 4, 4, 4, 3, 2, 1, 1, 0, 0, 0, 0, 0, 
2011, 255, 240, 228, 219, 207, 194, 178, 162, 146, 135, 112, 93, 73, 63, 49, 44, 37, 32, 28, 22, 17, 12, 11, 8, 6, 4, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2012, 250, 232, 216, 195, 184, 174, 164, 149, 129, 119, 103, 87, 76, 70, 62, 56, 51, 45, 40, 37, 34, 31, 28, 21, 20, 17, 14, 13, 11, 10, 8, 8, 7, 5, 5, 4, 3, 2, 1, 0, 0, 
2013, 247, 225, 209, 193, 181, 172, 164, 151, 147, 137, 115, 93, 78, 69, 61, 46, 35, 24, 16, 15, 12, 11, 8, 7, 5, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2014, 258, 238, 219, 200, 184, 172, 163, 148, 125, 112, 88, 73, 53, 42, 36, 27, 22, 19, 19, 17, 14, 11, 8, 6, 5, 4, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2015, 259, 242, 230, 215, 202, 194, 182, 163, 148, 125, 98, 72, 58, 41, 30, 18, 10, 9, 6, 6, 5, 5, 4, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2016, 259, 244, 230, 216, 202, 190, 178, 158, 131, 116, 102, 81, 62, 47, 40, 36, 31, 28, 24, 19, 14, 9, 9, 8, 7, 7, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2017, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 38, 32, 30, 29, 26, 22, 21, 20, 19, 14, 12, 9, 9, 9, 8, 6, 5, 4, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
