1973, 212, 200, 177, 168, 163, 158, 146, 128, 117, 109, 92, 73, 47, 36, 24, 21, 17, 13, 7, 4, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1974, 216, 202, 191, 181, 168, 155, 133, 118, 98, 86, 62, 37, 22, 16, 12, 9, 9, 7, 6, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1975, 201, 191, 181, 175, 161, 144, 134, 119, 101, 85, 71, 48, 39, 28, 15, 13, 7, 6, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1976, 204, 197, 185, 178, 166, 155, 148, 141, 127, 115, 103, 90, 83, 69, 57, 47, 38, 29, 21, 19, 15, 13, 9, 6, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1977, 215, 202, 183, 166, 155, 133, 120, 110, 97, 82, 72, 59, 52, 42, 29, 23, 13, 7, 7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1978, 220, 202, 188, 174, 165, 155, 144, 135, 118, 98, 84, 65, 56, 50, 47, 39, 30, 23, 18, 12, 11, 5, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1979, 213, 202, 199, 189, 175, 158, 147, 139, 124, 103, 90, 72, 59, 53, 48, 39, 28, 21, 16, 14, 10, 5, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1980, 228, 205, 194, 184, 179, 164, 152, 140, 133, 120, 106, 96, 79, 69, 56, 47, 37, 28, 23, 16, 12, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1981, 212, 201, 188, 181, 164, 154, 149, 135, 123, 105, 93, 78, 60, 53, 44, 33, 28, 20, 13, 12, 9, 6, 5, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1982, 207, 198, 190, 173, 165, 154, 138, 122, 110, 90, 76, 61, 54, 47, 42, 34, 27, 17, 14, 9, 6, 5, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1983, 194, 183, 177, 165, 152, 137, 127, 113, 102, 84, 74, 61, 52, 41, 30, 27, 20, 15, 12, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1984, 192, 179, 167, 161, 150, 139, 128, 124, 123, 111, 96, 78, 58, 41, 28, 18, 12, 11, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1985, 216, 201, 192, 178, 170, 156, 147, 136, 123, 109, 92, 88, 82, 72, 66, 58, 51, 45, 42, 36, 35, 31, 25, 21, 13, 11, 7, 4, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
1986, 200, 191, 182, 174, 163, 151, 136, 127, 114, 107, 92, 81, 64, 58, 49, 42, 35, 29, 18, 11, 10, 7, 6, 4, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1987, 210, 201, 190, 176, 166, 154, 142, 128, 115, 104, 89, 82, 77, 71, 64, 62, 54, 48, 41, 33, 26, 21, 17, 12, 9, 8, 6, 4, 3, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
1988, 197, 192, 186, 177, 172, 161, 150, 141, 129, 112, 89, 66, 51, 42, 33, 22, 13, 10, 7, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1989, 183, 166, 155, 144, 133, 121, 108, 102, 87, 70, 56, 46, 35, 22, 10, 8, 5, 4, 3, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1990, 207, 186, 165, 151, 135, 120, 112, 92, 77, 60, 45, 33, 23, 19, 13, 6, 6, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1991, 209, 193, 181, 171, 158, 149, 137, 121, 107, 97, 85, 72, 50, 40, 36, 32, 21, 15, 14, 13, 11, 8, 6, 6, 6, 5, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1992, 213, 204, 189, 182, 167, 159, 147, 129, 106, 84, 69, 47, 39, 31, 26, 21, 18, 14, 13, 10, 7, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1993, 194, 188, 178, 175, 169, 156, 137, 121, 107, 88, 77, 71, 60, 51, 41, 37, 30, 26, 17, 11, 10, 8, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1994, 198, 189, 183, 168, 154, 139, 122, 109, 89, 70, 52, 35, 26, 24, 17, 12, 9, 9, 9, 7, 6, 4, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1995, 198, 191, 184, 177, 168, 151, 137, 122, 111, 100, 88, 75, 62, 54, 44, 30, 22, 17, 13, 7, 5, 3, 3, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1996, 205, 197, 179, 167, 156, 147, 141, 136, 133, 128, 116, 94, 82, 76, 71, 59, 48, 42, 35, 26, 21, 18, 15, 11, 10, 7, 5, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1997, 216, 202, 187, 183, 175, 170, 161, 148, 126, 108, 91, 77, 48, 38, 31, 28, 24, 21, 16, 14, 11, 9, 6, 5, 5, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1998, 191, 181, 169, 157, 150, 137, 128, 115, 107, 85, 74, 67, 53, 46, 40, 30, 20, 18, 12, 8, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1999, 197, 178, 165, 155, 147, 138, 129, 120, 110, 93, 73, 56, 37, 24, 19, 12, 8, 6, 6, 5, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2000, 187, 170, 156, 143, 132, 118, 104, 96, 79, 66, 57, 42, 27, 23, 18, 14, 9, 4, 4, 4, 4, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2001, 194, 181, 169, 161, 152, 142, 138, 125, 115, 96, 87, 76, 65, 49, 40, 33, 26, 20, 12, 8, 8, 6, 5, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2002, 195, 182, 170, 159, 140, 122, 109, 93, 83, 69, 60, 52, 44, 42, 37, 31, 25, 22, 19, 15, 11, 11, 10, 7, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2003, 203, 190, 179, 172, 158, 151, 142, 133, 123, 104, 89, 76, 65, 48, 39, 35, 29, 25, 21, 17, 11, 9, 7, 5, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2004, 198, 180, 164, 146, 137, 133, 124, 113, 103, 85, 69, 59, 53, 43, 32, 27, 23, 21, 18, 14, 13, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2005, 181, 169, 158, 144, 136, 124, 116, 109, 98, 87, 75, 62, 51, 41, 32, 23, 18, 14, 11, 8, 6, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2006, 184, 172, 166, 155, 146, 133, 124, 111, 106, 98, 82, 70, 64, 56, 44, 37, 30, 22, 20, 17, 14, 10, 8, 7, 4, 4, 4, 4, 3, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 
2007, 200, 193, 184, 156, 139, 121, 110, 91, 76, 69, 53, 42, 38, 29, 21, 16, 12, 11, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2008, 200, 180, 165, 149, 134, 123, 104, 92, 83, 68, 51, 36, 22, 15, 13, 12, 12, 9, 6, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2009, 187, 174, 165, 151, 140, 131, 126, 111, 100, 88, 66, 52, 41, 37, 32, 28, 19, 14, 10, 7, 7, 7, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2010, 185, 175, 164, 151, 135, 129, 120, 111, 101, 97, 85, 80, 71, 61, 54, 47, 34, 26, 21, 18, 9, 7, 5, 5, 5, 5, 4, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2011, 195, 190, 181, 171, 158, 142, 126, 115, 100, 78, 60, 53, 45, 41, 33, 25, 18, 13, 8, 5, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2012, 186, 177, 164, 156, 142, 131, 122, 107, 97, 88, 70, 61, 56, 51, 48, 41, 37, 32, 26, 23, 20, 19, 17, 14, 13, 11, 9, 7, 5, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
2013, 182, 177, 166, 157, 149, 145, 139, 130, 122, 90, 72, 57, 48, 35, 24, 19, 14, 10, 7, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2014, 182, 168, 158, 150, 133, 121, 104, 82, 71, 56, 47, 36, 32, 23, 22, 17, 16, 14, 12, 10, 7, 4, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2015, 194, 186, 177, 166, 152, 135, 109, 92, 72, 59, 36, 21, 16, 8, 5, 5, 4, 3, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2016, 203, 188, 180, 169, 155, 136, 116, 95, 82, 69, 55, 43, 35, 26, 22, 15, 13, 11, 9, 5, 5, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2017, 36, 36, 36, 36, 36, 36, 36, 36, 36, 35, 34, 26, 24, 22, 18, 16, 14, 10, 9, 7, 7, 7, 7, 4, 3, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
